age,gender,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,mental_health_rating,exercise_frequency,diet_quality,internet_quality,exam_score,academic_risk_level,recommendations
19,Female,2.0,0.8,2.6,95.8,6.0,4,0,Good,Poor,45.2,High Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
23,Male,4.0,1.8,3.4,87.1,8.1,9,1,Good,Poor,82.9,Low Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
17,Male,4.6,3.7,0.6,87.0,5.9,4,3,Good,Average,73.2,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
17,Male,5.3,5.0,1.8,84.9,4.8,8,2,Poor,Average,79.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
19,Female,3.3,0.6,1.2,79.8,5.9,10,2,Good,Good,73.0,Medium Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
19,Female,3.2,0.2,0.1,87.2,7.2,3,4,Good,Average,72.6,Medium Risk,['Focus on mental well-being and seek support if needed.']
24,Female,2.2,4.7,2.2,89.8,8.2,3,0,Good,Poor,45.2,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
24,Male,2.3,3.0,4.6,67.5,6.6,9,3,Fair,Average,51.8,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
19,Female,3.2,1.5,0.0,79.6,8.1,10,5,Good,Good,92.0,Low Risk,['Maintain current positive study and lifestyle habits.']
20,Male,4.1,3.1,1.8,82.5,4.9,8,4,Fair,Good,77.8,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
24,Male,4.9,0.0,2.5,87.6,6.0,1,5,Fair,Average,97.2,Low Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
22,Female,2.3,2.5,1.9,96.9,6.2,10,4,Fair,Good,71.9,Medium Risk,['Maintain current positive study and lifestyle habits.']
24,Male,5.7,2.9,1.7,77.3,6.4,2,0,Good,Good,69.1,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
17,Male,3.1,3.6,0.4,80.0,6.6,3,3,Poor,Good,59.6,High Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
24,Male,3.5,1.3,2.1,79.9,7.3,2,0,Fair,Good,60.4,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Male,2.4,2.6,1.0,77.0,6.0,3,2,Good,Good,48.3,High Risk,['Focus on mental well-being and seek support if needed.']
19,Male,0.0,1.4,0.0,81.5,6.7,8,5,Good,Good,50.1,High Risk,['Increase daily study hours to at least 2-3 hours.']
17,Female,4.8,2.8,3.1,92.7,6.4,6,1,Fair,Good,74.9,Medium Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
24,Male,4.6,1.4,2.9,74.5,5.4,7,6,Good,Average,85.6,Low Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
20,Female,3.1,2.0,1.9,89.3,6.4,10,2,Good,Good,65.4,Medium Risk,['Maintain current positive study and lifestyle habits.']
22,Female,3.6,1.3,2.1,68.0,6.3,10,2,Poor,Good,82.4,Low Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve diet quality to support better academic performance.']"
24,Male,4.3,3.3,3.0,79.4,6.3,6,5,Fair,Poor,67.3,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve internet access or use campus resources for online learning.']"
20,Male,1.2,3.5,2.0,81.7,6.5,1,4,Poor,Good,34.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
22,Male,2.7,2.2,2.8,100.0,6.6,3,2,Fair,Average,53.0,High Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
19,Female,4.7,2.5,1.5,82.3,6.0,1,6,Fair,Average,78.0,Medium Risk,['Focus on mental well-being and seek support if needed.']
24,Male,1.6,0.8,3.2,63.0,8.0,10,3,Good,Good,58.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
22,Female,3.9,2.1,2.2,65.0,5.1,9,2,Good,Average,73.7,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
17,Male,1.5,2.4,2.0,85.3,5.6,9,3,Poor,Average,60.3,Medium Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
19,Female,4.2,5.6,0.4,91.1,9.8,5,0,Poor,Poor,78.7,Medium Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
17,Male,3.4,1.2,2.1,88.8,5.3,4,4,Fair,Average,68.3,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Male,1.1,4.3,0.9,86.7,4.9,9,3,Fair,Average,49.9,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
18,Female,5.2,3.7,1.1,96.6,7.4,9,2,Fair,Average,100.0,Low Risk,['Reduce social media usage to improve focus.']
24,Female,2.4,2.8,0.9,79.6,4.0,3,4,Good,Average,54.7,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
22,Male,2.3,4.6,0.6,93.9,6.2,5,6,Good,Good,58.7,High Risk,['Reduce social media usage to improve focus.']
18,Female,3.8,2.9,4.1,68.7,9.1,3,4,Fair,Good,70.8,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
18,Female,5.2,3.0,3.3,76.0,4.6,10,3,Good,Poor,87.1,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
22,Female,2.0,2.4,3.9,66.9,4.1,2,3,Fair,Good,29.5,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
19,Female,3.6,4.0,0.5,82.3,4.7,1,1,Good,Poor,53.2,High Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
24,Male,4.1,3.8,1.9,84.5,7.6,10,1,Fair,Poor,73.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
21,Male,4.5,1.7,0.4,86.1,7.8,2,4,Poor,Poor,71.1,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
17,Male,3.8,0.9,1.0,85.6,5.9,8,5,Good,Good,80.9,Low Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
20,Female,2.9,2.3,0.8,75.7,7.3,8,5,Fair,Good,75.1,Medium Risk,['Maintain current positive study and lifestyle habits.']
17,Female,2.3,1.5,3.2,83.1,8.2,3,1,Good,Average,52.4,High Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Male,3.6,2.4,1.4,70.0,8.6,7,2,Fair,Average,67.6,Medium Risk,['Improve class attendance to at least 80%.']
17,Male,1.9,4.0,3.0,98.6,6.2,7,0,Poor,Average,35.7,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
22,Female,0.0,2.0,2.5,82.0,3.7,2,4,Poor,Average,29.9,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
21,Other,4.2,2.4,4.3,80.1,5.5,9,0,Fair,Good,70.7,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
24,Female,4.9,2.6,0.2,100.0,6.0,3,1,Good,Average,89.3,Low Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Male,0.0,3.5,3.2,72.6,6.2,2,3,Fair,Good,26.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
24,Male,2.0,0.0,3.1,73.7,6.3,3,6,Good,Average,58.3,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
24,Male,4.4,1.8,0.7,74.0,7.8,2,4,Good,Good,78.4,Medium Risk,"['Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
24,Female,6.6,2.8,2.9,84.3,8.0,8,1,Good,Good,100.0,Low Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
23,Male,3.5,3.9,2.2,89.3,6.3,5,2,Fair,Average,66.8,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
19,Female,2.4,1.9,1.5,92.4,7.8,3,6,Good,Good,63.8,Medium Risk,['Focus on mental well-being and seek support if needed.']
17,Male,3.2,0.2,0.9,100.0,6.9,5,4,Fair,Good,76.1,Medium Risk,['Maintain current positive study and lifestyle habits.']
24,Female,5.6,3.2,1.0,62.5,6.6,8,4,Fair,Average,82.7,Low Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.']"
17,Female,2.5,1.7,4.1,91.1,7.6,7,5,Poor,Average,65.0,Medium Risk,"['Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.']"
24,Female,2.3,1.1,1.8,79.4,6.6,6,3,Fair,Good,66.8,Medium Risk,['Maintain current positive study and lifestyle habits.']
20,Male,2.8,1.8,2.7,79.1,9.0,1,4,Poor,Average,64.9,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
19,Male,2.1,2.3,0.9,78.8,4.8,10,3,Good,Poor,63.1,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
19,Male,3.7,1.8,0.9,75.9,5.9,1,1,Fair,Average,56.3,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
22,Female,5.9,0.0,3.0,100.0,6.3,1,2,Fair,Good,93.6,Low Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
23,Female,4.0,3.6,0.3,93.4,7.0,10,6,Good,Good,91.9,Low Risk,['Reduce social media usage to improve focus.']
22,Female,3.1,4.0,1.3,85.2,8.0,8,6,Fair,Good,74.0,Medium Risk,['Reduce social media usage to improve focus.']
22,Female,3.1,3.3,1.8,98.5,6.5,8,2,Fair,Average,62.7,Medium Risk,['Reduce social media usage to improve focus.']
22,Female,1.2,1.1,1.9,69.9,4.8,7,4,Poor,Poor,58.6,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
22,Male,4.8,2.3,1.6,71.7,7.5,6,4,Good,Good,89.3,Low Risk,['Improve class attendance to at least 80%.']
22,Female,3.4,2.5,2.2,63.2,7.4,4,1,Poor,Good,63.4,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
21,Male,3.2,3.2,2.6,78.0,4.2,1,5,Fair,Poor,46.7,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
19,Male,8.3,3.3,2.6,86.6,6.5,9,5,Fair,Average,100.0,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
22,Female,3.9,1.6,0.7,86.0,4.6,1,5,Good,Poor,68.7,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
24,Male,2.4,2.6,1.5,86.5,5.7,4,3,Good,Good,58.9,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
19,Male,2.9,3.0,3.1,70.9,5.4,3,5,Good,Good,59.0,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
19,Female,5.2,4.2,2.8,93.0,7.5,7,2,Poor,Good,77.9,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.']"
18,Male,3.7,3.3,0.3,87.4,6.6,5,6,Fair,Good,72.3,Medium Risk,['Reduce social media usage to improve focus.']
21,Female,1.3,3.4,2.2,92.3,5.0,5,6,Fair,Poor,49.7,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
22,Male,4.9,2.6,0.0,66.1,7.6,4,3,Poor,Good,80.9,Low Risk,"['Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
17,Male,2.5,4.2,1.9,88.1,4.8,1,1,Fair,Good,44.5,High Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Male,6.3,3.0,3.9,73.1,6.9,5,2,Fair,Average,85.3,Low Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
23,Male,5.1,1.5,0.8,81.0,5.5,4,6,Fair,Good,83.2,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
24,Female,2.8,4.2,0.9,90.3,6.1,10,2,Good,Average,59.7,High Risk,['Reduce social media usage to improve focus.']
17,Male,5.4,3.3,2.6,85.9,7.1,8,6,Fair,Good,98.1,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
21,Female,3.6,2.0,0.1,76.5,7.1,2,0,Good,Good,66.8,Medium Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Male,4.8,1.9,1.1,85.1,8.1,8,1,Fair,Good,96.1,Low Risk,['Increase weekly physical activity for better balance.']
21,Female,4.2,2.9,2.5,69.7,6.4,1,1,Fair,Good,60.4,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
24,Female,2.2,3.1,1.1,96.5,6.9,4,0,Fair,Poor,33.8,High Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
